,,,,,,Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),PDO (),PDO (),,Zone Starts (EV),Zone Starts (EV),,,,,,,,-additional
Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%,-9999
121,Ben Chiarot,34,DET,D,82,1435,1679,46.1,-4.6,1040,1211,46.2,-5.9,9.4,90.4,99.8,47.1,52.9,20:50,18:57,25,74,-12.5,260,39.6,chiarbe01
122,Nikita Chibrikov,22,WPG,RW,11,80,84,48.8,5.4,54,57,48.6,5.2,15.4,88.9,104.3,65.2,34.8,9:11,9:02,2,8,-0.4,24,37.5,chibrni01
123,Egor Chinakhov,24,TOT,RW,72,847,852,49.9,-1.0,613,636,49.1,-1.7,11.6,88.5,100.0,61.0,39.0,13:29,12:10,9,38,3.9,300,46.7,chinaye01
123,Egor Chinakhov,24,PIT,RW,43,572,581,49.6,-1.8,432,445,49.3,-2.6,13.9,88.3,102.2,70.1,29.9,15:37,13:38,6,23,4.8,221,47.1,chinaye01
123,Egor Chinakhov,24,CBJ,RW,29,275,271,50.4,0.2,181,191,48.7,-0.7,6.4,88.8,95.2,40.9,59.1,10:18,9:60,3,15,-0.9,79,45.6,chinaye01
124,Declan Chisholm,26,WSH,D,26,326,356,47.8,-4.7,219,253,46.4,-7.4,10.9,91.0,101.9,45.0,55.0,13:44,13:08,5,28,1.6,52,38.5,chishde01
125,Jaroslav Chmelar,22,NYR,RW,28,217,240,47.5,-2.1,151,164,47.9,-0.8,7.8,90.8,98.7,47.7,52.3,9:09,9:05,6,4,1.5,42,54.8,chmelja01
126,Dennis Cholowski,27,NJD,D,17,195,239,44.9,-9.6,150,172,46.6,-8.5,6.3,88.2,94.4,42.2,57.8,14:40,14:28,5,18,-3.5,25,48.0,cholode01
127,Jake Christiansen,26,CBJ,D,40,386,378,50.5,1.5,269,264,50.5,1.3,4.9,91.2,96.1,45.8,54.2,10:03,9:53,2,13,-2.2,77,33.8,chrisja01
128,Jakob Chychrun,27,WSH,D,80,1675,1511,52.6,5.5,1224,1110,52.4,3.9,12.1,90.5,102.7,59.3,40.7,23:20,19:56,40,105,10.8,528,41.9,chychja01
129,Filip Chytil,26,VAN,C,12,165,173,48.8,7.0,123,134,47.9,5.0,6.3,85.9,92.2,60.9,39.1,15:00,13:46,4,12,-0.8,40,60.0,chytifi01
130,Anthony Cirelli,28,TBL,C,71,1119,878,56.0,4.0,812,649,55.6,4.6,14.3,90.3,104.6,52.2,47.8,17:19,13:28,25,50,14.5,220,56.8,cirelan01
131,Casey Cizikas,34,NYI,C,81,708,753,48.5,-1.2,496,512,49.2,-0.7,7.4,90.4,97.9,46.0,54.0,11:46,10:17,10,49,-0.7,156,51.3,cizikca01
132,Brandt Clarke,22,LAK,D,82,1596,1329,54.6,4.2,1129,896,55.8,6.3,9.7,90.3,100.0,61.6,38.4,19:48,17:29,26,93,14.4,329,48.3,clarkbr02
133,Connor Clattenburg,20,EDM,F,5,31,34,47.7,-2.5,24,25,49.0,-2.1,5.9,100.0,105.9,33.3,66.7,7:12,7:06,0,4,0.9,7,42.9,clattco01
134,Connor Clifton,30,PIT,D,50,667,729,47.8,-1.6,485,490,49.7,0.6,10.3,90.9,101.2,36.8,63.2,16:46,14:42,13,40,4.7,114,30.7,cliftco01
135,Dylan Coghlan,27,VEG,D,3,43,45,48.9,0.4,30,33,47.6,-5.0,15.8,88.9,104.7,70.4,29.6,15:03,14:56,0,2,-0.2,7,28.6,coghldy01
136,Sam Colangelo,24,ANA,RW,9,79,96,45.1,-6.4,49,76,39.2,-12.1,6.7,90.7,97.4,50.0,50.0,10:11,9:44,1,8,-2.5,17,41.2,colansa01
137,Ian Cole,36,UTA,D,82,1168,1162,50.1,-4.4,852,784,52.1,-1.4,12.6,89.3,101.9,45.0,55.0,18:16,15:13,15,95,4.1,175,35.4,coleia01
138,Blake Coleman,34,CGY,C,69,967,911,51.5,3.8,704,657,51.7,4.6,10.5,90.3,100.8,33.5,66.5,17:20,13:53,27,62,2.5,306,57.5,colembl01
139,Ross Colton,29,COL,C,73,1066,757,58.5,3.5,783,546,58.9,4.7,8.7,89.8,98.5,46.2,53.8,12:31,11:41,19,51,15.0,300,51.0,coltoro01
140,J.T. Compher,30,DET,LW,82,1003,1197,45.6,-4.6,730,841,46.5,-4.6,9.6,88.7,98.3,42.5,57.5,15:40,13:28,11,44,-5.0,178,53.4,comphj.01
141,Kyle Connor,29,WPG,LW,82,1381,1365,50.3,2.2,1035,1033,50.0,2.1,13.9,87.2,101.0,66.4,33.6,21:30,17:21,21,69,4.0,498,55.0,connoky01
142,Kenny Connors,22,LAK,C,2,22,25,46.8,6.3,19,16,54.3,13.5,0.0,100.0,100.0,44.4,55.6,8:40,8:16,0,1,0.6,7,71.4,connoke01
143,Logan Cooley,21,UTA,C,54,805,755,51.6,-2.5,595,561,51.5,-3.1,11.9,88.2,100.1,57.4,42.6,17:20,14:17,24,66,3.7,181,56.4,coolelo01
144,Braeden Cootes,18,VAN,C,3,16,41,28.1,-22.4,12,28,30.0,-19.1,0.0,88.9,88.9,58.3,41.7,10:47,9:38,0,4,-1.8,0,,cootebr01
145,Andrew Copp,31,DET,C,79,1099,1056,51.0,2.6,794,726,52.2,3.1,10.4,88.6,99.0,50.6,49.4,16:34,13:46,22,75,5.4,219,52.5,coppan01
146,Matthew Coronato,23,CGY,RW,80,1132,1150,49.6,0.9,791,852,48.1,-0.6,7.5,88.3,95.8,55.8,44.2,16:39,13:51,19,56,-8.1,409,48.2,coronma01
147,Paul Cotter,26,NJD,C,79,652,828,44.1,-9.4,464,598,43.7,-9.7,6.5,88.7,95.2,51.2,48.8,10:41,10:29,7,27,-11.2,144,42.4,cottepa01
148,Nick Cousins,32,OTT,C,81,843,773,52.2,-0.7,605,537,53.0,-0.6,9.2,91.0,100.3,48.5,51.5,11:25,11:22,17,47,11.4,138,57.2,cousini01
149,Sean Couturier,33,PHI,C,78,928,955,49.3,1.9,670,661,50.3,2.2,10.7,87.6,98.3,39.4,60.6,16:39,13:26,31,68,6.4,234,50.9,coutuse01
150,Easton Cowan,20,TOR,RW,66,789,937,45.7,1.3,569,706,44.6,-0.5,10.3,91.4,101.7,55.8,44.2,14:43,13:09,13,79,-4.5,185,50.3,cowanea01
151,Charlie Coyle,33,CBJ,C/RW,82,1156,1153,50.1,-0.6,846,832,50.4,0.1,11.0,89.3,100.4,39.6,60.4,18:06,13:60,34,53,1.4,247,58.3,coylech01
152,Dylan Cozens,24,OTT,C,82,1224,913,57.3,6.3,895,655,57.7,5.9,8.2,87.8,96.0,59.0,41.0,17:02,13:46,19,53,20.6,380,53.7,cozendy01
153,Louis Crevier,24,CHI,D,78,1018,1194,46.0,-0.2,762,889,46.2,0.7,10.8,89.4,100.1,31.0,69.0,17:08,15:09,15,64,-17.0,246,46.3,crevilo01
154,Angus Crookshank,26,NJD,LW,8,51,78,39.5,-13.3,36,55,39.6,-11.5,10.5,97.2,107.7,46.5,53.5,8:36,8:36,0,2,-2.7,9,44.4,crookan01
155,Sidney Crosby,38,PIT,C,68,1120,1090,50.7,-0.2,831,788,51.3,0.3,13.2,87.2,100.4,60.1,39.9,19:14,16:06,24,73,2.6,289,55.4,crosbsi01
156,Cameron Crotty,26,OTT,D,6,64,67,48.9,-4.0,51,55,48.1,-6.5,11.4,87.1,98.5,40.6,59.4,14:55,13:33,2,3,1.1,9,55.6,crottca01
157,Lawson Crouse,28,UTA,LW,81,1078,957,53.0,-0.5,762,692,52.4,-1.0,13.1,89.0,102.1,51.1,48.9,16:36,12:50,15,51,8.0,284,49.6,crousla01
158,Maxwell Crozier,25,TBL,D,35,484,407,54.3,0.8,357,302,54.2,1.0,9.9,91.7,101.6,58.8,41.2,16:01,14:38,5,21,3.1,101,45.5,crozima01
159,William Cuylle,23,NYR,LW,82,1088,1081,50.2,1.4,728,786,48.1,-0.2,10.7,88.8,99.6,50.7,49.3,16:51,13:50,9,56,-1.7,338,46.4,cuyllwi01
160,Charle-Edouard D'Astous,27,TBL,D,70,1166,1030,53.1,-1.1,815,765,51.6,-2.1,11.7,87.1,98.7,53.0,47.0,18:45,17:21,21,64,5.9,208,38.5,dastoch01
161,Colton Dach,23,TOT,C,61,518,575,47.4,0.4,375,425,46.9,0.2,6.7,90.4,97.0,46.1,53.9,11:29,10:42,14,31,-11.0,136,42.6,dachco01
161,Colton Dach,23,CHI,C,53,434,512,45.9,-1.4,308,385,44.4,-2.5,5.9,90.9,96.8,45.4,54.6,11:41,10:47,13,27,-12.8,113,46.0,dachco01
161,Colton Dach,23,EDM,C,8,84,63,57.1,12.1,67,40,62.6,17.2,10.5,85.2,95.7,54.2,45.8,10:09,10:09,1,4,1.8,23,26.1,dachco01
162,Kirby Dach,25,MTL,C/RW,37,383,427,47.3,-2.6,275,297,48.1,-2.4,11.8,87.4,99.1,48.7,51.3,13:39,12:16,11,17,-0.1,92,51.1,dachki01
163,Evgenii Dadonov,36,NJD,RW,24,205,274,42.8,-10.1,140,200,41.2,-10.9,4.5,91.7,96.3,50.4,49.6,10:39,9:59,2,15,-4.8,39,51.3,dadonev01
164,Rasmus Dahlin,25,BUF,D,77,1549,1455,51.6,3.8,1144,1071,51.6,3.1,12.1,89.4,101.5,51.4,48.6,24:11,19:55,32,115,10.9,437,44.9,dahlira01
165,Phillip Danault,32,TOT,C,75,916,939,49.4,-1.4,625,647,49.1,-2.0,9.4,89.6,99.0,40.7,59.3,15:34,12:59,12,48,-1.4,178,51.1,danauph01
165,Phillip Danault,32,MTL,C,45,507,556,47.7,-1.6,353,382,48.0,-2.4,10.6,86.4,97.0,38.3,61.7,15:04,12:25,8,23,-2.5,90,54.4,danauph01
165,Phillip Danault,32,LAK,C,30,409,383,51.6,-1.4,272,265,50.7,-1.5,8.0,94.4,102.4,44.8,55.2,16:19,13:50,4,25,1.1,88,47.7,danauph01
166,Justin Danforth,32,BUF,RW/C,4,27,38,41.5,-9.1,15,26,36.6,-12.3,0.0,88.9,88.9,55.6,44.4,11:42,8:58,0,3,-1.4,6,33.3,danfoju01
167,Nate Danielson,21,DET,C,28,243,269,47.5,-0.2,178,190,48.4,-0.9,5.3,89.8,95.2,48.3,51.7,11:03,9:32,8,17,-0.9,59,52.5,daniena01
168,Jared Davidson,23,MTL,C,10,75,86,46.6,-4.0,50,59,45.9,-5.2,6.3,80.6,86.9,47.5,52.5,8:43,8:43,1,5,-0.1,19,47.4,davidja01
169,Tony DeAngelo,30,NYI,D,76,1376,1219,53.0,4.9,1004,911,52.4,3.2,9.0,89.7,98.7,56.9,43.1,19:08,17:29,20,96,-6.0,313,47.3,deangan01
170,Alex DeBrincat,28,DET,RW,82,1349,1231,52.3,4.8,1019,844,54.7,7.0,11.5,88.0,99.5,52.4,47.6,18:30,15:08,43,87,13.5,579,49.6,debrial01
171,Jake DeBrusk,29,VAN,LW,81,969,1107,46.7,0.1,716,826,46.4,0.3,7.6,87.8,95.4,50.6,49.4,16:52,13:03,11,44,-3.2,372,58.9,debruja01
172,Luca Del Bel Belluz,22,CBJ,C,14,97,130,42.7,-7.8,71,89,44.4,-5.3,4.3,92.9,97.1,37.9,62.1,9:06,8:52,2,1,-3.1,16,68.8,delbelu01
173,Ethan Del Mastro,23,CHI,D,19,200,241,45.4,3.1,146,177,45.2,3.8,3.1,88.0,91.1,36.4,63.6,14:08,13:21,5,16,-3.7,39,46.2,delmaet01
174,Ty Dellandrea,25,SJS,C,46,379,610,38.3,-9.4,258,438,37.1,-9.4,8.1,88.1,96.2,30.0,70.0,14:11,11:25,7,25,-12.2,93,53.8,dellaty01
175,Dylan DeMelo,32,WPG,D,82,1381,1428,49.2,0.5,1037,1039,50.0,1.9,10.7,90.3,101.0,56.0,44.0,21:27,19:04,23,80,0.0,199,37.7,demeldy01
176,Ivan Demidov,20,MTL,RW,82,930,1032,47.4,-1.6,701,724,49.2,-0.5,14.4,87.7,102.2,64.6,35.4,15:30,12:28,22,72,2.6,282,45.0,demidiv01
177,Vincent Desharnais,29,SJS,D,53,656,749,46.7,-1.2,461,528,46.6,-0.3,11.3,91.9,103.2,36.6,63.4,18:11,14:55,10,50,0.2,101,33.7,deshavi01
178,Nick DeSimone,31,UTA,D,40,550,474,53.7,0.8,384,328,53.9,1.4,10.0,90.5,100.5,51.4,48.6,14:13,14:04,5,32,3.1,81,43.2,desimni01
179,Nicolas Deslauriers,34,TOT,LW,31,201,212,48.7,-0.2,140,141,49.8,0.2,4.7,92.3,97.0,49.6,50.4,8:33,8:30,3,10,-0.5,36,50.0,deslani01
179,Nicolas Deslauriers,34,PHI,LW,24,135,158,46.1,-1.2,97,106,47.8,-0.7,3.5,92.5,96.0,41.0,59.0,8:05,8:05,3,8,-1.4,24,54.2,deslani01
179,Nicolas Deslauriers,34,CAR,LW,7,66,54,55.0,1.1,43,35,55.1,2.0,6.9,91.7,98.6,65.9,34.1,10:09,9:55,0,2,0.9,12,41.7,deslani01
180,Jack Devine,22,FLA,RW,6,46,45,50.5,-2.3,33,32,50.8,-1.0,0.0,84.2,84.2,81.0,19.0,8:26,8:20,0,2,-0.4,14,42.9,devinja01
181,Connor Dewar,26,PIT,C,78,832,847,49.6,-0.8,606,609,49.9,-0.8,12.7,91.5,104.1,18.5,81.5,13:55,11:13,9,33,0.8,243,45.3,dewarco01
182,Jason Dickinson,30,TOT,C,64,689,785,46.7,-0.5,524,578,47.5,1.0,10.1,87.6,97.7,26.6,73.4,15:32,13:19,13,41,-7.6,152,48.0,dickija01
182,Jason Dickinson,30,CHI,C,47,535,541,49.7,3.4,401,413,49.3,4.1,9.9,86.3,96.2,26.6,73.4,15:42,13:25,9,34,-4.4,111,46.8,dickija01
182,Jason Dickinson,30,EDM,C,17,154,244,38.7,-11.1,123,165,42.7,-7.5,11.0,90.6,101.5,26.9,73.1,15:03,13:02,4,7,-3.2,41,51.2,dickija01
183,Sam Dickinson,19,SJS,D,72,988,1081,47.8,1.0,699,785,47.1,0.7,11.9,88.0,99.9,46.7,53.3,16:45,15:33,20,83,-4.4,199,36.2,dickisa01
184,Brenden Dillon,35,NJD,D,82,1203,1211,49.8,-2.7,868,870,49.9,-2.4,8.7,88.1,96.8,49.6,50.4,17:60,15:41,10,56,-3.4,129,42.6,dillobr01
185,Josh Doan,23,BUF,RW,82,1078,1037,51.0,2.7,811,782,50.9,2.1,11.5,88.1,99.6,50.0,50.0,15:52,13:05,46,64,3.4,313,54.3,doanjo01
186,Noah Dobson,26,MTL,D,80,1469,1597,47.9,-1.3,1084,1087,49.9,0.4,11.8,89.2,101.0,50.5,49.5,22:29,18:57,36,95,0.4,357,44.3,dobsono01
187,Max Domi,30,TOR,LW,80,982,1189,45.2,0.6,737,893,45.2,-0.1,8.7,87.7,96.3,52.3,47.7,14:53,13:31,26,89,-9.0,235,50.2,domima01
188,Ryan Donato,29,CHI,C,82,970,1044,48.2,3.2,719,790,47.6,3.1,8.6,89.6,98.3,42.6,57.4,14:44,13:20,26,58,-14.5,278,43.9,donatry01
189,Jorian Donovan,21,OTT,D,2,7,24,22.6,-26.6,4,21,16.0,-30.5,0.0,100.0,100.0,100.0,0.0,7:02,6:59,0,1,-0.5,2,50.0,donovjo01
190,Pavel Dorofeyev,25,VEG,LW,82,1244,969,56.2,5.6,849,693,55.1,3.5,9.8,87.8,97.5,64.9,35.1,17:36,14:09,17,64,11.9,456,50.4,dorofpa01
191,Drew Doughty,36,LAK,D,72,1466,1276,53.5,2.3,1043,939,52.6,1.1,10.0,90.3,100.3,48.0,52.0,23:05,20:08,18,82,9.3,259,39.0,doughdr01
192,Curtis Douglas,25,TOT,C,43,241,234,50.7,0.4,196,169,53.7,3.8,5.5,91.0,96.5,59.7,40.3,6:45,6:44,6,18,1.6,58,50.0,douglcu01
192,Curtis Douglas,25,TBL,C,29,150,136,52.4,-0.5,120,102,54.1,1.4,6.5,94.0,100.5,59.8,40.2,5:58,5:58,3,9,1.8,34,50.0,douglcu01
192,Curtis Douglas,25,VAN,C,14,91,98,48.1,3.2,76,67,53.1,9.2,3.9,86.4,90.3,59.6,40.4,8:22,8:20,3,9,-0.2,24,50.0,douglcu01
193,Nic Dowd,35,TOT,C,75,812,869,48.3,-5.2,572,600,48.8,-5.1,7.1,92.3,99.4,26.7,73.3,14:33,12:15,19,43,-8.3,135,48.9,dowdni01
193,Nic Dowd,35,WSH,C,55,618,719,46.2,-6.0,435,490,47.0,-5.6,7.4,91.8,99.2,25.1,74.9,15:33,12:50,15,36,-8.7,93,51.6,dowdni01
193,Nic Dowd,35,VEG,C,20,194,150,56.4,-0.5,137,110,55.5,-2.0,6.0,94.4,100.5,32.1,67.9,11:46,10:40,4,7,0.4,42,42.9,dowdni01
194,Justin Dowling,35,NYR,C,2,9,18,33.3,-4.5,7,13,35.0,-5.2,0.0,88.9,88.9,0.0,100.0,7:12,7:12,0,0,0.0,3,33.3,dowliju01
195,Leon Draisaitl,30,EDM,C,65,1206,1029,54.0,5.3,922,746,55.3,6.4,12.7,86.4,99.1,62.4,37.6,21:35,17:31,26,106,14.2,369,50.4,draisle01
196,Sheldon Dries,31,DET,C,5,15,38,28.3,-22.5,12,27,30.8,-22.2,0.0,100.0,100.0,38.5,61.5,6:58,6:15,3,1,-0.4,4,50.0,driessh01
197,Jonathan Drouin,30,TOT,LW,64,889,819,52.0,3.4,672,589,53.3,4.3,6.9,92.0,99.0,54.7,45.3,16:52,14:03,14,42,-2.4,164,53.0,drouijo01
197,Jonathan Drouin,30,NYI,LW,55,788,704,52.8,4.4,593,503,54.1,5.2,7.1,91.8,98.9,54.9,45.1,17:09,14:13,13,35,-2.0,143,51.7,drouijo01
197,Jonathan Drouin,30,STL,LW,9,101,115,46.8,-3.5,79,86,47.9,-1.6,5.8,93.1,98.9,52.1,47.9,15:10,12:58,1,7,-0.4,21,61.9,drouijo01
198,Jack Drury,25,COL,C,82,1132,831,57.7,1.8,787,594,57.0,1.7,8.8,91.7,100.5,44.2,55.8,14:29,12:15,23,44,13.2,198,50.0,druryja01
199,Jamie Drysdale,23,PHI,D,78,1282,1414,47.6,-0.5,928,1030,47.4,-2.1,10.8,90.6,101.4,53.8,46.2,21:33,19:06,17,54,-0.4,254,39.8,drysdja01
200,Pierre-Luc Dubois,27,WSH,C,29,392,435,47.4,0.3,286,297,49.1,1.5,11.8,87.0,98.9,44.4,55.6,16:49,14:21,5,28,-0.6,87,48.3,duboipi01
201,Matt Duchene,35,DAL,C,57,698,798,46.7,-2.5,489,561,46.6,-3.5,15.3,86.5,101.8,56.3,43.7,16:31,14:10,11,61,-1.3,176,50.6,duchema01
202,Anthony Duclair,30,NYI,LW,62,648,802,44.7,-5.2,466,582,44.5,-6.0,9.9,92.6,102.6,56.7,43.3,13:12,11:56,9,27,-10.8,152,48.7,duclaan01
203,Walker Duehr,28,WPG,F,3,23,27,46.0,-7.5,17,23,42.5,-9.2,0.0,92.9,92.9,62.5,37.5,9:30,9:24,2,1,-0.2,5,40.0,duehrwa01
204,Brandon Duhaime,28,WSH,RW,82,673,810,45.4,-5.1,472,540,46.6,-4.6,6.8,93.0,99.9,21.7,78.3,11:04,9:54,7,29,-3.5,145,44.1,duhaibr01
205,Dylan Duke,22,TBL,LW,1,5,9,35.7,-18.1,3,9,25.0,-29.2,0.0,83.3,83.3,83.3,16.7,9:22,8:41,1,1,-0.3,2,50.0,dukedy01
206,Mathew Dumba,31,PIT,D,11,145,174,45.5,-4.8,103,113,47.7,-2.1,7.1,86.1,93.3,45.8,54.2,14:56,14:49,6,8,-0.2,26,26.9,dumbama01
207,Brian Dumoulin,34,LAK,D,82,1275,1230,50.9,-1.3,879,858,50.6,-1.4,7.4,91.8,99.2,44.8,55.2,17:45,16:18,21,94,-0.2,171,35.7,dumoubr01
208,Vince Dunn,29,SEA,D,81,1410,1635,46.3,1.1,1019,1184,46.3,0.6,9.5,88.8,98.3,50.1,49.9,21:40,18:50,29,88,-7.5,380,47.1,dunnvi02
209,Joshua Dunne,27,BUF,C,34,263,280,48.4,0.5,192,195,49.6,1.2,4.6,89.2,93.8,20.7,79.3,9:29,9:21,6,16,-2.2,61,47.5,dunnejo01
210,Sean Durzi,27,UTA,D,60,1157,989,53.9,1.0,812,727,52.8,0.1,8.9,88.0,96.9,57.1,42.9,19:16,17:35,11,58,2.9,239,35.1,durzise01
211,Christian Dvorak,29,PHI,C,80,1039,1191,46.6,-1.9,766,868,46.9,-2.6,14.4,89.4,103.8,48.8,51.2,18:28,14:49,20,62,2.3,264,57.2,dvorach01
212,Dalibor Dvorsky,20,STL,C,71,753,824,47.7,0.2,548,591,48.1,0.7,8.5,90.4,98.9,58.4,41.6,14:20,12:22,9,45,-0.6,181,50.8,dvorsda01
213,Jordan Eberle,35,SEA,RW,80,1161,1237,48.4,4.1,859,905,48.7,4.1,11.6,89.7,101.3,55.8,44.2,18:29,15:43,24,56,-1.9,311,54.0,eberljo01
214,Joel Edmundson,32,LAK,D,82,1322,1331,49.8,-2.9,942,915,50.7,-1.3,10.2,91.7,101.9,55.9,44.1,18:29,15:59,10,83,-0.6,254,40.9,edmunjo01
215,Adam Edstrom,25,NYR,C,35,299,336,47.1,-2.2,206,242,46.0,-2.1,9.1,93.6,102.7,36.0,64.0,9:28,9:23,5,18,-2.4,54,57.4,edstrad01
216,Simon Edvinsson,22,DET,D,72,1418,1354,51.2,4.3,1044,931,52.9,5.8,10.8,89.5,100.3,42.0,58.0,22:21,20:32,26,89,1.9,208,42.3,edvinsi01
217,Nikolaj Ehlers,29,CAR,LW,82,1317,860,60.5,1.4,950,605,61.1,3.4,10.1,87.1,97.2,59.5,40.5,16:36,13:41,24,87,14.5,431,48.3,ehlerni01
218,Jack Eichel,29,VEG,C,74,1298,1109,53.9,1.9,958,803,54.4,2.5,13.4,87.3,100.8,62.0,38.0,21:12,16:13,28,120,20.0,471,55.2,eicheja01
219,Aaron Ekblad,29,FLA,D,72,1273,1158,52.4,0.3,927,867,51.7,0.8,11.1,88.2,99.3,52.3,47.8,22:29,17:28,20,68,-5.3,241,40.2,ekblaaa01
220,Mattias Ekholm,35,EDM,D,82,1644,1271,56.4,9.5,1232,953,56.4,8.4,12.4,88.4,100.8,60.5,39.5,20:36,18:21,25,101,28.1,308,42.5,ekholma01
221,Victor Eklund,19,NYI,RW,1,12,8,60.0,4.2,10,7,58.8,8.8,14.3,50.0,64.3,28.6,71.4,15:30,13:01,0,0,0.5,2,100.0,eklunvi01
222,William Eklund,23,SJS,LW,78,1159,1099,51.3,6.3,819,804,50.5,5.6,10.7,84.3,95.1,48.0,52.0,18:32,15:13,18,66,-1.1,334,53.0,eklunwi01
223,Oliver Ekman-Larsson,34,TOR,D,78,1308,1483,46.9,2.7,983,1116,46.8,2.1,12.6,88.7,101.3,56.2,43.8,20:36,18:29,16,109,-6.1,269,40.1,ekmanol01
224,Lars Eller,36,OTT,C,68,589,652,47.5,-6.1,411,447,47.9,-6.5,10.5,91.3,101.8,36.5,63.5,11:27,10:04,12,35,2.2,120,55.8,ellerla01
225,Ty Emberson,25,EDM,D,72,803,942,46.0,-6.0,587,643,47.7,-4.8,8.9,90.7,99.6,42.8,57.2,15:31,14:14,13,53,-2.0,111,41.4,emberty01
226,Andreas Englund,30,NSH,D,3,30,14,68.2,14.5,22,11,66.7,13.2,0.0,87.5,87.5,42.9,57.1,8:49,8:48,0,2,0.2,3,66.7,engluan01
227,Adam Engstrom,22,MTL,D,15,165,163,50.3,2.8,118,120,49.6,1.4,12.7,91.3,103.9,67.3,32.7,13:03,12:44,2,7,0.8,29,37.9,engstad01
228,Joel Eriksson Ek,29,MIN,C/LW,70,1012,1003,50.2,3.0,747,734,50.4,2.3,12.2,90.5,102.6,47.2,52.8,19:05,13:56,19,41,1.5,341,56.9,eriksjo02
229,Adam Erne,30,DAL,LW,45,316,378,45.5,-3.1,218,257,45.9,-3.7,10.1,91.9,102.1,39.5,60.5,10:00,9:57,9,17,-0.8,87,49.4,ernead01
230,Luke Evangelista,23,NSH,RW,81,1347,994,57.5,10.4,959,767,55.6,9.8,9.6,88.6,98.2,53.0,47.0,16:37,14:27,25,58,12.4,316,55.7,evanglu01
231,Jake Evans,29,MTL,C/RW,68,712,872,44.9,-4.2,494,612,44.7,-5.5,9.2,89.7,98.9,28.5,71.5,15:21,12:26,15,48,-6.6,158,48.1,evansja02
232,Ryker Evans,24,SEA,D,67,898,1095,45.1,-0.5,677,793,46.1,0.3,11.6,90.9,102.6,48.3,51.7,17:48,16:29,7,49,-1.7,124,37.1,evansry01
233,Michael Eyssimont,29,BOS,C,56,604,583,50.9,3.7,432,422,50.6,3.3,7.4,91.2,98.7,41.5,58.5,10:55,10:13,4,37,-2.5,193,56.5,eyssimi01
234,Robby Fabbri,30,TOT,C,21,185,230,44.6,-3.7,142,167,46.0,-2.5,7.4,90.0,97.4,41.3,58.7,11:48,11:26,0,7,-0.9,46,65.2,fabbrro01
234,Robby Fabbri,30,STL,C,15,138,165,45.5,-1.8,100,113,46.9,-0.6,7.4,88.9,96.2,43.7,56.3,12:36,12:05,0,6,-0.9,28,60.7,fabbrro01
234,Robby Fabbri,30,MIN,C,6,47,65,42.0,-8.4,42,54,43.8,-6.7,7.7,92.1,99.8,31.8,68.2,9:51,9:50,0,1,-0.1,18,72.2,fabbrro01
235,Dante Fabbro,27,CBJ,D,74,1043,1191,46.7,-5.4,728,824,46.9,-4.8,6.8,90.7,97.5,46.6,53.4,16:34,14:59,20,59,-4.5,174,39.1,fabbrda01
236,Brock Faber,23,MIN,D,80,1739,1738,50.0,2.8,1280,1226,51.1,3.3,11.2,89.9,101.1,47.0,53.0,24:41,21:12,36,92,3.7,361,47.9,faberbr01
237,Radek Faksa,32,DAL,C,58,366,470,43.8,-3.5,240,310,43.6,-4.3,9.3,92.4,101.7,28.7,71.3,11:44,9:32,14,18,-5.4,79,48.1,faksara01
238,Adam Fantilli,21,CBJ,C,82,1387,1271,52.2,2.4,1014,933,52.1,2.6,9.7,88.0,97.8,66.4,33.6,18:54,16:10,25,94,3.1,440,48.6,fantiad01
239,Joel Farabee,25,CGY,LW,82,1131,1184,48.9,-0.1,811,838,49.2,1.0,8.0,89.4,97.4,57.5,42.5,16:55,13:48,23,70,-3.8,249,57.0,farabjo01
240,Justin Faulk,33,TOT,D,78,1254,1426,46.8,-1.3,925,1039,47.1,-1.1,9.7,89.0,98.7,49.6,50.4,22:01,18:35,27,64,1.6,305,48.5,faulkju01
240,Justin Faulk,33,STL,D,61,980,1088,47.4,-0.2,710,792,47.3,-0.5,10.0,89.0,99.0,50.1,49.9,22:30,18:45,20,54,3.2,242,47.9,faulkju01
240,Justin Faulk,33,DET,D,17,274,338,44.8,-4.7,215,247,46.5,-3.3,8.9,88.9,97.8,47.9,52.1,20:15,17:56,7,10,-1.6,63,50.8,faulkju01
241,Martin Fehérváry,26,WSH,D,81,1203,1381,46.6,-4.3,901,938,49.0,-2.0,11.7,90.8,102.5,34.7,65.3,19:17,16:24,16,54,-2.0,166,44.0,feherma01
242,Domenick Fensore,24,CAR,D,1,10,21,32.3,-22.3,6,15,28.6,-22.3,0.0,80.0,80.0,54.5,45.5,19:22,18:17,0,0,-0.9,5,40.0,fensodo01
243,Mario Ferraro,27,SJS,D,82,1201,1493,44.6,-3.5,865,1060,44.9,-2.1,11.1,90.2,101.3,39.4,60.6,21:02,17:35,36,88,-3.2,207,45.4,ferrama01
